SUITE,TIME,INITIAL,TIME-INITIAL,TIME-INITIAL-TOOK1,ENSEMBLE,RESOLUTION,NODES,JOB_SUBMIT_TIME,JOB_INIT_TIME,JOB_EXIT_TIME,JOB_STATUS,JOB_ID,JOB_PID,TOOK,PROCX,PROCY,XIOS_NPROC
final-total-all-suites.csv,,,,,,,,,,,,,,,,,
mean,,,,,,,,,,,,,,,,,
ms,,,,,,,,,,,,,,,,,
n1280,,,,,,,,,,,,,,,,,
n216-ens,,,,,,,,,,,,,,,,,
n216-paper,,,,,,,,,,,,,,,,,
n512-ens,,,,,,,,,,,,,,,,,
n512-paper,,,,,,,,,,,,,,,,,
n96-ens,,,,,,,,,,,,,,,,,
n96-paper,,,,,,,,,,,,,,,,,
old-xml-scripts,,,,,,,,,,,,,,,,,
paper-pack,,,,,,,,,,,,,,,,,
scripts,,,,,,,,,,,,,,,,,
server,,,,,,,,,,,,,,,,,
stdev,,,,,,,,,,,,,,,,,
test,,,,,,,,,,,,,,,,,
total,,,,,,,,,,,,,,,,,
u-ch427-n96-start-paper2-83, 717.177 ,69.38,,,83,,335,2022-07-17T14:14:26Z,2022-07-17T19:38:54Z,2022-07-17T19:56:42Z,SUCCEEDED,2034865,136449,13.828,16,16,6
u-ch427-n96-start-paper2-84, 734.135 ,67.60,,,84,,339,2022-08-23T04:11:37Z,2022-08-23T06:14:58Z,2022-08-23T06:33:06Z,SUCCEEDED,2215999,181106,14.803,16,16,6
u-ch427-n96-start-paper2-85, 527.858 ,85.30,,,85,,343,2022-07-18T00:27:02Z,2022-07-18T02:39:37Z,2022-07-18T02:54:48Z,SUCCEEDED,2036717,87492,16.772,16,16,6
u-ch427-n96-start-paper2-86, 765.084 ,83.71,,,86,,347,2022-07-15T13:26:44Z,2022-07-15T18:36:16Z,2022-07-15T18:55:22Z,SUCCEEDED,2026111,137923,15.786,16,16,6
u-ch427-n96-start-paper2-87, 769.366 ,68.83,,,87,,351,2022-07-15T13:27:06Z,2022-07-15T21:46:59Z,2022-07-15T22:06:39Z,SUCCEEDED,2026115,12961,16.128,16,16,6
u-ch427-n96-start-paper2-88, 678.580 ,86.71,,,88,,355,2022-07-15T20:23:58Z,2022-07-16T03:48:08Z,2022-07-16T04:05:39Z,SUCCEEDED,2028728,227313,35.264,16,16,6
u-ch427-n96-start-paper2-89, 787.892 ,85.99,,,89,,359,2022-07-15T13:32:34Z,2022-07-16T03:10:52Z,2022-07-16T03:30:19Z,SUCCEEDED,2026168,95346,15.087,16,16,6
u-ch427-n96-start-paper-29, 169.130 ,45.92,,,29,,119,2022-06-23T23:59:46Z,2022-06-24T00:29:11Z,2022-06-24T00:34:16Z,SUCCEEDED,1905216,209498,4.988,16,16,6
u-ch427-n96-start-paper2-90, 807.811 ,87.65,,,90,,363,2022-07-15T13:32:49Z,2022-07-15T23:00:47Z,2022-07-15T23:20:45Z,SUCCEEDED,2026169,98581,13.483,16,16,6
u-ch427-n96-start-paper2-91, 566.295 ,68.84,,,91,,367,2022-07-15T13:33:06Z,2022-07-16T03:30:42Z,2022-07-16T03:47:07Z,SUCCEEDED,2026174,201071,16.283,16,16,6
u-ch427-n96-start-paper2-92, 851.706 ,89.59,,,92,,371,2022-07-15T13:33:22Z,2022-07-15T22:55:22Z,2022-07-15T23:16:06Z,SUCCEEDED,2026177,100551,15.207,16,16,6
u-ch427-n96-start-paper2-93, 873.703 ,93.31,,,93,,375,2022-07-15T13:28:36Z,2022-07-15T20:17:33Z,2022-07-15T20:38:42Z,SUCCEEDED,2026124,22616,16.731,16,16,6
u-ch427-n96-start-paper2-94, 838.569 ,87.81,,,94,,379,2022-07-15T13:28:49Z,2022-07-15T20:57:20Z,2022-07-15T21:18:21Z,SUCCEEDED,2026126,71835,31.530,16,16,6
u-ch427-n96-start-paper2-95, 881.545 ,88.17,,,95,,383,2022-07-15T13:29:04Z,2022-07-15T21:42:27Z,2022-07-15T22:03:53Z,SUCCEEDED,2026127,121607,15.408,16,16,6
u-ch427-n96-start-paper2-96, 879.085 ,89.76,,,96,,387,2022-07-18T00:27:03Z,2022-07-18T02:34:51Z,2022-07-18T02:56:30Z,SUCCEEDED,2036720,158347,18.024,16,16,6
u-ch427-n96-start-paper2-97, 619.071 ,87.99,,,97,,391,2022-07-15T13:29:30Z,2022-07-15T20:39:12Z,2022-07-15T20:56:53Z,SUCCEEDED,2026129,47159,19.051,16,16,6
u-ch427-n96-start-paper2-98, 906.850 ,88.90,,,98,,395,2022-07-18T00:27:02Z,2022-07-18T02:16:33Z,2022-07-18T02:39:16Z,SUCCEEDED,2036718,60168,18.369,16,16,6
u-ch427-n96-start-paper2-99, 913.850 ,90.88,,,99,,399,2022-07-15T13:30:02Z,2022-07-15T21:18:55Z,2022-07-15T21:41:21Z,SUCCEEDED,2026136,96535,19.474,16,16,6
u-ch427-n96-start-paper-30, 175.184 ,50.50,,,30,,123,2022-06-23T23:57:28Z,2022-06-24T00:29:11Z,2022-06-24T00:34:18Z,SUCCEEDED,1905213,143165,6.531,16,16,6
u-ch427-n96-start-paper-30-062-02,,,,,30,,431,2022-08-07T18:15:22Z,2022-08-07T18:29:51Z,2022-08-07T18:29:52Z,EXIT,2146084,123521,,16,16,622
u-ch427-n96-start-paper-30-062-04, 132.972 ,39.72,,,30,,276,2022-08-07T22:31:17Z,2022-08-07T23:50:17Z,2022-08-07T23:54:21Z,SUCCEEDED,2146605,186387,1.314,16,16,622
u-ch427-n96-start-paper-30-118-16,,,,,,,,,,,,,,,,,
u-ch427-n96-start-paper-30-18-02, 92.191 ,23.37,,,30,,129,2022-07-29T23:57:48Z,2022-07-29T23:58:09Z,2022-07-30T00:01:18Z,SUCCEEDED,2107385,220682,1.182,16,16,18
u-ch427-n96-start-paper-40, 209.150 ,47.40,,,40,,163,2022-06-29T03:30:33Z,2022-06-29T05:37:57Z,2022-06-29T05:44:03Z,SUCCEEDED,1931747,221169,2.522,16,16,6
u-ch427-n96-start-paper-40-090-02,,,,,40,,205,2022-08-07T18:15:22Z,2022-08-07T18:31:24Z,,,2146086,78172,,16,16,90
u-ch427-n96-start-paper-40-090-04,,,,,40,,183,2022-08-07T22:31:34Z,2022-08-08T00:02:45Z,,,2146606,47031,,16,16,90
u-ch427-n96-start-paper-40-174-16,,,,,,,,,,,,,,,,,
u-ch427-n96-start-paper-40-26-02, 104.134 ,30.08,,,40,,173,2022-07-30T07:08:33Z,2022-07-30T08:02:46Z,2022-07-30T08:06:32Z,SUCCEEDED,2108233,195021,1.345,16,16,26
u-ch427-n96-start-paper-50, 273.637 ,53.12,,,50,,203,2022-07-31T07:16:56Z,2022-07-31T07:46:39Z,2022-07-31T07:54:29Z,SUCCEEDED,2111365,72293,2.621,16,16,6
u-ch427-n96-start-paper-50-118-02, 191.627 ,70.38,,,50,,259,2022-08-07T18:15:12Z,2022-08-07T18:15:22Z,2022-08-07T18:20:55Z,SUCCEEDED,2146080,157832,2.250,16,16,118
u-ch427-n96-start-paper-50-118-04,,,,,50,,230,2022-08-07T22:31:41Z,2022-08-08T00:02:14Z,2022-08-08T00:02:15Z,EXIT,2146607,193490,,16,16,118
u-ch427-n96-start-paper-50-230-16,,,,,,,,,,,,,,,,,
u-ch427-n96-start-paper-50-32-02, 113.825 ,34.20,,,50,,216,2022-07-30T07:08:36Z,2022-07-30T08:02:46Z,2022-07-30T08:07:08Z,SUCCEEDED,2108234,110422,1.462,16,16,32
u-ch427-n96-start-paper-60, 424.947 ,55.43,,,60,,243,2022-06-29T03:30:43Z,2022-06-29T05:25:56Z,2022-06-29T05:36:39Z,SUCCEEDED,1931748,63457,3.052,16,16,6
u-ch427-n96-start-paper-60-146-02,,,,,60,,313,2022-08-07T18:51:33Z,2022-08-07T18:52:01Z,2022-08-07T18:52:01Z,EXIT,2146152,33399,,16,16,146
u-ch427-n96-start-paper-60-146-04, 207.194 ,114.94,,,60,,277,2022-08-07T22:31:54Z,2022-08-07T23:54:57Z,2022-08-08T00:01:11Z,SUCCEEDED,2146608,115946,2.065,16,16,146
u-ch427-n96-start-paper-60-286-16,,,,,,,,,,,,,,,,,
u-ch427-n96-start-paper-60-38-02, 127.061 ,53.94,,,60,,259,2022-07-30T07:08:54Z,2022-07-30T07:52:26Z,2022-07-30T07:57:07Z,SUCCEEDED,2108236,216741,1.693,16,16,38
u-ch427-n96-start-paper-70, 525.249 ,62.49,,,70,,283,2022-06-29T07:04:19Z,2022-07-01T03:23:58Z,2022-07-01T03:37:26Z,SUCCEEDED,1932163,200693,14.224,16,16,6
u-ch427-n96-start-paper-70-174-02,,,,,70,,367,2022-08-07T18:20:20Z,2022-08-07T18:30:52Z,2022-08-07T18:30:53Z,EXIT,2146096,27081,,16,16,174
u-ch427-n96-start-paper-70-174-04,,,,,70,,324,2022-08-08T00:08:20Z,2022-08-08T00:33:38Z,2022-08-08T00:33:39Z,EXIT,2146835,105219,,16,16,174
u-ch427-n96-start-paper-70-342-16,,,,,,,,,,,,,,,,,
u-ch427-n96-start-paper-70-46-02, 143.159 ,74.71,,,70,,303,2022-07-30T07:09:07Z,2022-07-30T07:57:24Z,2022-07-30T08:03:13Z,SUCCEEDED,2108238,237676,1.741,16,16,46
u-ch427-n96-start-paper-80, 684.963 ,82.63,,,80,,323,2022-06-29T07:01:16Z,2022-07-01T03:23:24Z,2022-07-01T03:39:53Z,SUCCEEDED,1932154,94411,9.211,16,16,6
u-ch427-n96-start-paper-80-202-02,,,,,80,,421,2022-08-07T18:15:15Z,2022-08-07T18:21:39Z,,,2146082,178881,,16,16,202
u-ch427-n96-start-paper-80-202-04, 1236.248 ,99.39,,,80,,371,2022-08-08T00:08:33Z,2022-08-08T03:15:24Z,2022-08-08T03:39:41Z,SUCCEEDED,2146836,74321,4.882,16,16,202
u-ch427-n96-start-paper-80-398-16,,,,,,,,,,,,,,,,,
u-ch427-n96-start-paper-80-52-02, 168.813 ,73.00,,,80,,346,2022-07-30T07:09:20Z,2022-07-30T07:44:40Z,2022-07-30T07:51:32Z,SUCCEEDED,2108239,30956,2.013,16,16,52
u-ch427-n96-start-paper-85, 529.785 ,95.99,,,85,,343,2022-07-11T21:07:46Z,2022-07-11T23:59:07Z,2022-07-12T00:14:19Z,SUCCEEDED,2005248,65651,14.712,16,16,6
u-ch427-n96-start-paper-86, 754.042 ,79.82,,,86,,347,2022-07-12T15:44:41Z,2022-07-13T00:13:49Z,2022-07-13T00:32:48Z,SUCCEEDED,2010014,39598,14.800,16,16,6
u-ch427-n96-start-paper-87, 768.503 ,86.80,,,87,,351,2022-07-12T00:04:53Z,2022-07-12T03:45:47Z,2022-07-12T04:04:16Z,SUCCEEDED,2005974,141342,13.655,16,16,6
u-ch427-n96-start-paper-88, 682.115 ,86.36,,,88,,355,2022-07-11T21:09:04Z,2022-07-12T01:19:10Z,2022-07-12T01:36:45Z,SUCCEEDED,2005268,190399,36.268,16,16,6
u-ch427-n96-start-paper-89, 786.023 ,85.97,,,89,,359,2022-07-12T00:05:19Z,2022-07-12T03:52:48Z,2022-07-12T04:11:56Z,SUCCEEDED,2005977,51168,16.231,16,16,6
u-ch427-n96-start-paper-90, 797.637 ,87.18,,,90,,363,2022-07-11T21:10:05Z,2022-07-11T23:10:51Z,2022-07-11T23:30:42Z,SUCCEEDED,2005279,207898,16.473,16,16,6
u-ch427-n96-start-paper-90-230-02,,,,,90,,475,2022-08-07T18:41:35Z,2022-08-07T18:42:14Z,2022-08-07T18:42:15Z,EXIT,2146124,207029,,16,16,230
u-ch427-n96-start-paper-90-230-04,,,,,90,,418,2022-08-07T22:32:29Z,2022-08-08T00:09:59Z,2022-08-08T00:10:00Z,EXIT,2146611,12299,,16,16,230
u-ch427-n96-start-paper-90-454-16,,,,,,,,,,,,,,,,,
u-ch427-n96-start-paper-90-58-02, 177.240 ,78.02,,,90,,389,2022-07-30T07:09:38Z,2022-07-30T07:44:40Z,2022-07-30T07:52:10Z,SUCCEEDED,2108240,193430,2.887,16,16,58
u-ch427-n96-start-paper-91, 561.549 ,69.93,,,91,,367,2022-07-12T00:04:49Z,2022-07-12T02:53:32Z,2022-07-12T03:09:31Z,SUCCEEDED,2005972,132904,14.713,16,16,6
u-ch427-n96-start-paper-92, 833.373 ,88.47,,,92,,371,2022-07-12T15:44:40Z,2022-07-13T03:04:08Z,2022-07-13T03:24:32Z,SUCCEEDED,2010012,225447,13.912,16,16,6
u-ch427-n96-start-paper-93, 840.109 ,85.56,,,93,,375,2022-07-12T00:05:11Z,2022-07-12T03:31:47Z,2022-07-12T03:52:23Z,SUCCEEDED,2005976,24775,18.117,16,16,6
u-ch427-n96-start-paper-94, 747.693 ,88.25,,,94,,379,2022-07-11T21:12:15Z,2022-07-11T23:38:29Z,2022-07-11T23:58:00Z,SUCCEEDED,2005304,39602,41.690,16,16,6
u-ch427-n96-start-paper-95, 905.071 ,108.07,,,95,,383,2022-07-12T15:44:43Z,2022-07-13T04:42:26Z,2022-07-13T05:04:39Z,SUCCEEDED,2010015,28878,19.171,16,16,6
u-ch427-n96-start-paper-96, 872.676 ,87.92,,,96,,387,2022-07-11T21:13:12Z,2022-07-12T00:22:04Z,2022-07-12T00:43:42Z,SUCCEEDED,2005314,29628,31.695,16,16,6
u-ch427-n96-start-paper-97, 624.526 ,89.86,,,97,,391,2022-07-11T21:13:41Z,2022-07-12T00:24:34Z,2022-07-12T00:42:36Z,SUCCEEDED,2005317,133975,20.527,16,16,6
u-ch427-n96-start-paper-97-io, 615.538 ,89.65,,,97,,391,2022-06-28T21:27:31Z,2022-06-29T05:02:53Z,2022-06-29T05:20:47Z,SUCCEEDED,1930768,142663,19.636,16,16,6
u-ch427-n96-start-paper-98, 914.657 ,89.69,,,98,,395,2022-07-12T00:05:04Z,2022-07-12T03:10:00Z,2022-07-12T03:31:26Z,SUCCEEDED,2005975,234857,17.493,16,16,6
u-ch427-n96-start-paper-99, 945.406 ,116.28,,,99,,399,2022-07-12T15:45:16Z,2022-07-13T05:06:57Z,2022-07-13T05:29:52Z,SUCCEEDED,2010020,134247,21.011,16,16,6
u-ch427-n96-start-paper-io-45, 120.138 ,33.11,,,45,,188,2022-09-07T12:19:36Z,2022-09-07T22:59:38Z,2022-09-07T23:04:15Z,SUCCEEDED,2288675,176407,1.782,16,16,16
u-ch427-n96-start-paper-io-46, 122.753 ,30.87,,,46,,192,2022-09-07T12:19:37Z,2022-09-07T23:00:21Z,2022-09-07T23:04:59Z,SUCCEEDED,2288676,50649,1.733,16,16,16
u-ch427-n96-start-paper-io-47, 128.884 ,33.55,,,47,,196,2022-09-07T12:19:38Z,2022-09-07T22:54:55Z,2022-09-07T22:59:42Z,SUCCEEDED,2288677,29744,1.674,16,16,16
u-ch427-n96-start-paper-io-48, 136.318 ,34.01,,,48,,200,2022-09-07T12:24:55Z,2022-09-07T23:04:42Z,2022-09-07T23:09:37Z,SUCCEEDED,2288705,196565,1.956,16,16,16
u-ch427-n96-start-paper-io-49, 120.249 ,32.55,,,49,,204,2022-09-07T12:20:12Z,2022-09-07T22:49:50Z,2022-09-07T22:54:33Z,SUCCEEDED,2288681,9161,1.736,16,16,16
u-ch427-n96-start-paper-io-50, 141.149 ,40.75,,,50,,208,2022-09-07T12:25:29Z,2022-09-07T23:05:27Z,2022-09-07T23:10:29Z,SUCCEEDED,2288706,70908,1.655,16,16,16
u-ch427-n96-start-paper-io-51, 133.254 ,34.76,,,51,,212,2022-09-07T12:25:48Z,2022-09-07T23:11:06Z,2022-09-07T23:15:42Z,SUCCEEDED,2288710,91732,3.339,16,16,16
u-ch427-n96-start-paper-io-52, 138.852 ,32.26,,,52,,216,2022-09-07T12:26:08Z,2022-09-07T23:16:06Z,2022-09-07T23:21:04Z,SUCCEEDED,2288713,13109,3.752,16,16,16
u-ch427-n96-start-paper-io-53, 155.234 ,38.37,,,53,,220,2022-09-07T12:26:20Z,2022-09-08T02:13:12Z,2022-09-08T02:18:34Z,SUCCEEDED,2288715,191723,3.556,16,16,16
u-ch427-n96-start-paper-io-54, 155.144 ,38.03,,,54,,224,2022-09-07T12:26:34Z,2022-09-08T02:19:06Z,2022-09-08T02:24:51Z,SUCCEEDED,2288718,212570,3.539,16,16,16
u-ch427-n96-start-paper-io-55, 152.865 ,35.54,,,55,,228,2022-09-07T12:26:48Z,2022-09-08T02:07:10Z,2022-09-08T02:12:30Z,SUCCEEDED,2288719,170351,2.608,16,16,16
u-ch427-n96-start-paper-io-56, 157.950 ,37.05,,,56,,232,2022-09-07T12:27:09Z,2022-09-08T02:25:47Z,2022-09-08T02:31:15Z,SUCCEEDED,2288720,119179,3.181,16,16,16
u-ch427-n96-start-paper-io-57, 184.405 ,64.52,,,57,,236,2022-09-07T12:27:23Z,2022-09-07T23:19:03Z,2022-09-07T23:25:30Z,SUCCEEDED,2288721,260474,3.052,16,16,16
u-ch427-n96-start-paper-io-58, 226.786 ,115.98,,,58,,240,2022-09-07T12:27:35Z,2022-09-07T23:21:40Z,2022-09-07T23:28:40Z,SUCCEEDED,2288723,132381,3.256,16,16,16
u-ch427-n96-start-paper-io-59, 161.240 ,38.59,,,59,,244,2022-09-07T12:27:50Z,2022-09-07T23:10:28Z,2022-09-07T23:16:40Z,SUCCEEDED,2288727,258655,3.500,16,16,16
u-ch427-n96-start-paper-io-60, 168.912 ,42.08,,,60,,248,2022-09-07T12:28:05Z,2022-09-08T02:31:43Z,2022-09-08T02:37:38Z,SUCCEEDED,2288729,23062,3.149,16,16,16
u-ch427-n96-start-paper-io-61, 159.927 ,41.18,,,61,,252,2022-09-08T12:00:14Z,2022-09-08T21:44:59Z,2022-09-08T21:50:50Z,SUCCEEDED,2292744,222607,3.755,16,16,16
u-ch427-n96-start-paper-io-62, 161.501 ,40.45,,,62,,256,2022-09-08T11:47:29Z,2022-09-08T19:08:19Z,2022-09-08T19:14:34Z,SUCCEEDED,2292683,73588,4.733,16,16,16
u-ch427-n96-start-paper-io-63, 161.450 ,40.44,,,63,,260,2022-09-08T12:00:22Z,2022-09-08T21:33:14Z,2022-09-08T21:39:32Z,SUCCEEDED,2292745,197587,4.729,16,16,16
u-ch427-n96-start-paper-io-64, 169.339 ,39.26,,,64,,264,2022-09-08T11:47:35Z,2022-09-08T19:15:16Z,2022-09-08T19:21:39Z,SUCCEEDED,2292684,95313,4.807,16,16,16
u-ch427-n96-start-paper-io-65, 151.792 ,41.87,,,65,,268,2022-09-08T12:00:09Z,2022-09-08T21:26:07Z,2022-09-08T21:32:22Z,SUCCEEDED,2292741,175313,4.297,16,16,16
u-ch427-n96-start-paper-io-66, 175.683 ,54.52,,,66,,272,2022-09-08T00:19:22Z,2022-09-08T04:03:50Z,2022-09-08T04:10:24Z,SUCCEEDED,2290703,50390,5.238,16,16,16
u-ch427-n96-start-paper-io-67, 185.729 ,57.85,,,67,,276,2022-09-08T00:19:41Z,2022-09-08T04:00:58Z,2022-09-08T04:07:38Z,SUCCEEDED,2290704,140965,6.904,16,16,16
u-ch427-n96-start-paper-io-68, 207.379 ,63.31,,,68,,280,2022-09-08T00:19:56Z,2022-09-08T04:07:54Z,2022-09-08T04:15:01Z,SUCCEEDED,2290705,163008,2.619,16,16,16
u-ch427-n96-start-paper-io-69, 188.493 ,54.30,,,69,,284,2022-09-08T00:20:13Z,2022-09-08T03:56:46Z,2022-09-08T04:03:33Z,SUCCEEDED,2290706,222420,3.726,16,16,16
u-ch427-n96-start-paper-io-70, 222.358 ,82.57,,,70,,288,2022-09-08T00:20:26Z,2022-09-08T04:10:42Z,2022-09-08T04:18:33Z,SUCCEEDED,2290707,79130,5.656,16,16,16
u-ch427-n96-start-paper-io-71, 199.163 ,58.46,,,71,,292,2022-09-08T00:20:53Z,2022-09-08T03:53:18Z,2022-09-08T04:00:39Z,SUCCEEDED,2290708,118340,4.110,16,16,16
u-ch427-n96-start-paper-io-72, 202.134 ,64.66,,,72,,296,2022-09-08T00:21:05Z,2022-09-08T04:15:17Z,2022-09-08T04:22:21Z,SUCCEEDED,2290710,185377,5.952,16,16,16
u-ch427-n96-start-paper-io-73, 207.172 ,65.07,,,73,,300,2022-09-08T04:32:40Z,2022-09-08T04:33:21Z,2022-09-08T04:40:58Z,SUCCEEDED,2291091,32359,5.997,16,16,16
u-ch427-n96-start-paper-io-74, 211.613 ,60.56,,,74,,304,2022-09-08T04:33:00Z,2022-09-08T04:41:49Z,2022-09-08T04:49:04Z,SUCCEEDED,2291092,209785,5.810,16,16,16
u-ch427-n96-start-paper-io-75, 250.938 ,63.43,,,75,,308,2022-09-08T04:33:17Z,2022-09-08T05:16:16Z,2022-09-08T05:24:36Z,SUCCEEDED,2291094,135989,8.455,16,16,16
u-ch427-n96-start-paper-io-76, 218.076 ,63.20,,,76,,312,2022-09-08T04:33:33Z,2022-09-08T05:20:29Z,2022-09-08T05:28:17Z,SUCCEEDED,2291095,259803,4.991,16,16,16
u-ch427-n96-start-paper-io-77, 238.086 ,65.44,,,77,,316,2022-09-08T04:33:46Z,2022-09-08T05:07:35Z,2022-09-08T05:15:42Z,SUCCEEDED,2291096,112876,6.431,16,16,16
u-ch427-n96-start-paper-io-78, 209.994 ,60.63,,,78,,320,2022-09-08T04:34:04Z,2022-09-08T05:24:54Z,2022-09-08T05:32:29Z,SUCCEEDED,2291097,159157,6.587,16,16,16
u-ch427-n96-start-paper-io-79, 225.521 ,65.50,,,79,,324,2022-09-08T04:34:19Z,2022-09-08T04:58:57Z,2022-09-08T05:06:56Z,SUCCEEDED,2291098,234206,6.798,16,16,16
u-ch427-n96-start-paper-io-80, 228.911 ,68.00,,,80,,328,2022-09-08T04:34:33Z,2022-09-08T05:28:39Z,2022-09-08T05:36:42Z,SUCCEEDED,2291100,22854,4.494,16,16,16
u-ch427-n96-start-paper-io-81, 196.323 ,66.02,,,81,,332,2022-09-08T04:39:56Z,2022-09-08T05:32:46Z,2022-09-08T05:40:51Z,SUCCEEDED,2291108,201503,4.536,16,16,16
u-ch427-n96-start-paper-io-82, 230.952 ,66.73,,,82,,336,2022-09-08T11:48:04Z,2022-09-08T19:29:36Z,2022-09-08T19:38:09Z,SUCCEEDED,2292686,118216,4.775,16,16,16
u-ch427-n96-start-paper-io-83, 238.434 ,70.96,,,83,,340,2022-09-08T04:40:31Z,2022-09-08T05:37:02Z,2022-09-08T05:45:33Z,SUCCEEDED,2291110,46691,6.006,16,16,16
u-ch427-n96-start-paper-io-84, 251.698 ,98.34,,,84,,344,2022-09-08T04:40:52Z,2022-09-08T05:54:32Z,2022-09-08T06:03:24Z,SUCCEEDED,2291111,71682,5.817,16,16,16
u-ch427-n96-start-paper-io-85, 223.402 ,65.86,,,85,,348,2022-09-08T11:48:14Z,2022-09-08T21:54:16Z,2022-09-08T22:02:57Z,SUCCEEDED,2292687,244733,7.016,16,16,16
u-ch427-n96-start-paper-io-of-45, 149.951 ,32.91,,,45,,188,2022-09-08T12:20:37Z,2022-09-08T18:54:11Z,2022-09-08T18:59:19Z,SUCCEEDED,2292982,55311,3.641,16,16,16
u-ch427-n96-start-paper-io-of-46, 144.120 ,32.72,,,46,,192,2022-09-08T12:20:38Z,2022-09-08T22:03:18Z,2022-09-08T22:08:19Z,SUCCEEDED,2292983,185845,4.572,16,16,16
u-ch427-n96-start-paper-io-of-47, 152.110 ,33.68,,,47,,196,2022-09-08T12:21:09Z,2022-09-08T22:09:12Z,2022-09-08T22:14:21Z,SUCCEEDED,2292988,246902,3.922,16,16,16
u-ch427-n96-start-paper-io-of-48, 134.941 ,32.00,,,48,,200,2022-09-08T12:21:19Z,2022-09-08T22:14:59Z,2022-09-08T22:19:53Z,SUCCEEDED,2292991,169059,3.729,16,16,16
u-ch427-n96-start-paper-io-of-49, 135.054 ,35.06,,,49,,204,2022-09-08T12:21:27Z,2022-09-08T22:20:17Z,2022-09-08T22:25:03Z,SUCCEEDED,2292992,227307,3.665,16,16,16
u-ch427-n96-start-paper-io-of-50, 156.239 ,35.91,,,50,,208,2022-09-08T12:21:52Z,2022-09-08T22:25:21Z,2022-09-08T22:30:48Z,SUCCEEDED,2292994,190388,5.347,16,16,16
u-ch427-n96-start-paper-io-of-51, 166.016 ,35.92,,,51,,212,2022-09-08T12:22:07Z,2022-09-08T13:50:22Z,2022-09-08T13:55:51Z,SUCCEEDED,2292996,17178,5.428,16,16,16
u-ch427-n96-start-paper-io-of-52, 154.937 ,34.87,,,52,,216,2022-09-08T16:33:48Z,2022-09-09T00:17:52Z,2022-09-09T00:23:31Z,SUCCEEDED,2294156,140853,4.438,16,16,16
u-ch427-n96-start-paper-io-of-53, 168.160 ,35.88,,,53,,220,2022-09-08T19:39:12Z,2022-09-09T00:36:17Z,2022-09-09T00:42:10Z,SUCCEEDED,2294481,92456,4.354,16,16,16
u-ch427-n96-start-paper-io-of-54, 179.566 ,36.01,,,54,,224,2022-09-08T19:34:26Z,2022-09-09T00:23:51Z,2022-09-09T00:29:37Z,SUCCEEDED,2294453,3604,5.545,16,16,16
u-ch427-n96-start-paper-io-of-55, 165.113 ,35.36,,,55,,228,2022-09-08T19:34:43Z,2022-09-09T00:30:00Z,2022-09-09T00:35:27Z,SUCCEEDED,2294456,116380,4.724,16,16,16
u-ch427-n96-start-paper-io-of-56, 169.283 ,37.53,,,56,,232,2022-09-08T19:39:58Z,2022-09-09T00:42:57Z,2022-09-09T00:48:53Z,SUCCEEDED,2294483,228060,3.953,16,16,16
u-ch427-n96-start-paper-io-of-57, 175.951 ,37.30,,,57,,236,2022-09-08T22:40:24Z,2022-09-09T00:48:45Z,2022-09-09T00:54:49Z,SUCCEEDED,2294891,130381,6.116,16,16,16
u-ch427-n96-start-paper-io-of-58, 160.028 ,36.93,,,58,,240,2022-09-08T22:40:36Z,2022-09-09T00:49:14Z,2022-09-09T00:55:02Z,SUCCEEDED,2294892,249586,5.620,16,16,16
u-ch427-n96-start-paper-io-of-59, 257.751 ,107.05,,,59,,244,2022-09-08T22:40:44Z,2022-09-09T05:01:45Z,2022-09-09T05:09:19Z,SUCCEEDED,2294893,145183,3.553,16,16,16
u-ch427-n96-start-paper-io-of-60, 194.313 ,49.25,,,60,,248,2022-09-08T22:41:00Z,2022-09-09T00:55:06Z,2022-09-09T01:01:33Z,SUCCEEDED,2294894,151681,5.328,16,16,16
u-ch427-n96-start-paper-io-of-61, 205.201 ,51.45,,,61,,252,2022-09-08T22:41:29Z,2022-09-09T00:55:19Z,2022-09-09T01:01:36Z,SUCCEEDED,2294896,10756,3.821,16,16,16
u-ch427-n96-start-paper-io-of-62, 224.406 ,63.47,,,62,,256,2022-09-08T22:41:33Z,2022-09-09T05:01:45Z,2022-09-09T05:08:42Z,SUCCEEDED,2294897,16905,4.759,16,16,16
u-ch427-n96-start-paper-io-of-63, 226.747 ,63.95,,,63,,260,2022-09-08T22:41:54Z,2022-09-09T05:01:46Z,2022-09-09T05:08:45Z,SUCCEEDED,2294913,129542,5.297,16,16,16
u-ch427-n96-start-paper-io-of-64, 265.804 ,107.11,,,64,,264,2022-09-08T22:42:20Z,2022-09-09T05:01:46Z,2022-09-09T05:09:32Z,SUCCEEDED,2294914,150693,6.833,16,16,16
u-ch427-n96-start-paper-io-of-65, 191.941 ,47.63,,,65,,268,2022-09-08T22:42:36Z,2022-09-09T05:09:04Z,2022-09-09T05:15:46Z,SUCCEEDED,2294915,38605,5.320,16,16,16
u-ch427-n96-start-paper-io-of-66, 186.827 ,55.44,,,66,,272,2022-09-09T06:33:49Z,2022-09-09T23:53:41Z,2022-09-10T00:00:01Z,SUCCEEDED,2295584,141065,4.823,16,16,16
u-ch427-n96-start-paper-io-of-67, 196.449 ,59.29,,,67,,276,2022-09-09T01:04:08Z,2022-09-09T05:16:04Z,2022-09-09T05:23:00Z,SUCCEEDED,2295281,60902,3.961,16,16,16
